input,actual_output,expected_output,metric_name,score,threshold,success,reason,evaluation_model,evaluation_cost,run_id
Jakie koncerty patriotyczne odbędą się we wrześniu 2025 roku w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Koncert patriotyczny

	Date:  Saturday, September 27, 2025 at 07:30 PM

	End Date: Saturday, September 27, 2025 at 09:00 PM

	Location:  Sanktuarium św. Andrzeja Boboli, ul. Rakowiecka 61

	Brief Summary: Koncert patriotyczny upamiętniający zakończenie walk powstańczych na Mokotowie, wykonywany przez Reprezentacyjny Zespół Artystyczny Wojska Polskiego, odbędzie się 27 września 2025 w Sanktuarium św. Andrzeja Boboli w Warszawie.

	More details can be found here: https://mokotow.um.warszawa.pl/-/koncert-patriotyczny

Why this is a good match:
Wydarzenie spełnia wszystkie wymagania użytkownika: jest to koncert patriotyczny, odbywa się w Warszawie we wrześniu 2025 roku, co czyni je idealnym dopasowaniem.","Title: Koncert patriotyczny
Date: 27.09.2025 19:30 - 27.09.2025 21:00
Location: Sanktuarium św. Andrzeja Boboli, ul. Rakowiecka 61, Warszawa",Factual Correctness [GEval],0.9,0.5,True,"The event title matches exactly, and the dates correspond precisely despite different formatting. The location in the actual output includes the expected location name and address, though it omits the city 'Warszawa' explicitly in the location line but mentions it in the summary. All key details (title, date, location) are present and complete, with only minor deviation in location formatting.",gpt-4.1-mini,0,run_20250717_2103
Jakie koncerty patriotyczne odbędą się we wrześniu 2025 roku w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Koncert patriotyczny

	Date:  Saturday, September 27, 2025 at 07:30 PM

	End Date: Saturday, September 27, 2025 at 09:00 PM

	Location:  Sanktuarium św. Andrzeja Boboli, ul. Rakowiecka 61

	Brief Summary: Koncert patriotyczny upamiętniający zakończenie walk powstańczych na Mokotowie, wykonywany przez Reprezentacyjny Zespół Artystyczny Wojska Polskiego, odbędzie się 27 września 2025 w Sanktuarium św. Andrzeja Boboli w Warszawie.

	More details can be found here: https://mokotow.um.warszawa.pl/-/koncert-patriotyczny

Why this is a good match:
Wydarzenie spełnia wszystkie wymagania użytkownika: jest to koncert patriotyczny, odbywa się w Warszawie we wrześniu 2025 roku, co czyni je idealnym dopasowaniem.","Title: Koncert patriotyczny
Date: 27.09.2025 19:30 - 27.09.2025 21:00
Location: Sanktuarium św. Andrzeja Boboli, ul. Rakowiecka 61, Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the query about patriotic concerts in Warsaw in September 2025 without any irrelevant information, providing a clear and focused answer.",gpt-4.1-mini,0,run_20250717_2103
Jakie koncerty patriotyczne odbędą się we wrześniu 2025 roku w Warszawie?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Koncert patriotyczny

	Date:  Saturday, September 27, 2025 at 07:30 PM

	End Date: Saturday, September 27, 2025 at 09:00 PM

	Location:  Sanktuarium św. Andrzeja Boboli, ul. Rakowiecka 61

	Brief Summary: Koncert patriotyczny upamiętniający zakończenie walk powstańczych na Mokotowie, wykonywany przez Reprezentacyjny Zespół Artystyczny Wojska Polskiego, odbędzie się 27 września 2025 w Sanktuarium św. Andrzeja Boboli w Warszawie.

	More details can be found here: https://mokotow.um.warszawa.pl/-/koncert-patriotyczny

Why this is a good match:
Wydarzenie spełnia wszystkie wymagania użytkownika: jest to koncert patriotyczny, odbywa się w Warszawie we wrześniu 2025 roku, co czyni je idealnym dopasowaniem.","Title: Koncert patriotyczny
Date: 27.09.2025 19:30 - 27.09.2025 21:00
Location: Sanktuarium św. Andrzeja Boboli, ul. Rakowiecka 61, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250717_2103
Jakie są koncerty i zajęcia varsavianistyczne w Warszawie w sierpniu 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Koncerty Jazzowe „Na tarasie u Achera”

	Date:  Sunday, August 03, 2025 at 05:00 PM

	End Date: Sunday, August 03, 2025 at 08:00 PM

	Location:  Park Achera, Walerego Sławka 2

	Brief Summary: Cykl koncertów jazzowych na tarasie u Achera w każdą niedzielę sierpnia 2025 roku w Parku Achera, Ursus, Warszawa.

	More details can be found here: https://ursus.um.warszawa.pl/-/koncerty-jazzowe-na-tarasie-u-achera-1

Why this is a good match:
Wydarzenie spełnia wszystkie główne kryteria użytkownika: temat (koncerty), lokalizację (Warszawa) oraz datę (sierpień 2025). Brak zajęć varsavianistycznych nie obniża znacząco dopasowania, ponieważ użytkownik szukał zarówno koncertów, jak i zajęć, a koncerty są obecne.","Title: Koncert i zajęcia varsavianistyczne - ""Zakręcona katarynka""
Date: 27.08.2025 10:00 - 27.08.2025 12:00
Location: Biblioteka Publiczna - Oddział ""Czechowice"", Plutonu AK „Torpedy” 47, 02-495 Warszawa",Factual Correctness [GEval],0.10466496741481708,0.5,False,"The actual output's event title does not contain the expected title and the dates do not match at all, with the actual event on August 3 and the expected on August 27. The location differs significantly, with the actual event at Park Achera and the expected at a public library in Czechowice. Only the city Warsaw aligns, but key details in title, date, and location are missing or mismatched.",gpt-4.1-mini,0,run_20250717_2103
Jakie są koncerty i zajęcia varsavianistyczne w Warszawie w sierpniu 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Koncerty Jazzowe „Na tarasie u Achera”

	Date:  Sunday, August 03, 2025 at 05:00 PM

	End Date: Sunday, August 03, 2025 at 08:00 PM

	Location:  Park Achera, Walerego Sławka 2

	Brief Summary: Cykl koncertów jazzowych na tarasie u Achera w każdą niedzielę sierpnia 2025 roku w Parku Achera, Ursus, Warszawa.

	More details can be found here: https://ursus.um.warszawa.pl/-/koncerty-jazzowe-na-tarasie-u-achera-1

Why this is a good match:
Wydarzenie spełnia wszystkie główne kryteria użytkownika: temat (koncerty), lokalizację (Warszawa) oraz datę (sierpień 2025). Brak zajęć varsavianistycznych nie obniża znacząco dopasowania, ponieważ użytkownik szukał zarówno koncertów, jak i zajęć, a koncerty są obecne.","Title: Koncert i zajęcia varsavianistyczne - ""Zakręcona katarynka""
Date: 27.08.2025 10:00 - 27.08.2025 12:00
Location: Biblioteka Publiczna - Oddział ""Czechowice"", Plutonu AK „Torpedy” 47, 02-495 Warszawa",Answer Relevancy,1.0,0.7,True,The score is 1.00 because the response fully addresses the query about concerts and Varsavianist activities in Warsaw in August 2025 without any irrelevant information.,gpt-4.1-mini,0,run_20250717_2103
Jakie są koncerty i zajęcia varsavianistyczne w Warszawie w sierpniu 2025 roku?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Koncerty Jazzowe „Na tarasie u Achera”

	Date:  Sunday, August 03, 2025 at 05:00 PM

	End Date: Sunday, August 03, 2025 at 08:00 PM

	Location:  Park Achera, Walerego Sławka 2

	Brief Summary: Cykl koncertów jazzowych na tarasie u Achera w każdą niedzielę sierpnia 2025 roku w Parku Achera, Ursus, Warszawa.

	More details can be found here: https://ursus.um.warszawa.pl/-/koncerty-jazzowe-na-tarasie-u-achera-1

Why this is a good match:
Wydarzenie spełnia wszystkie główne kryteria użytkownika: temat (koncerty), lokalizację (Warszawa) oraz datę (sierpień 2025). Brak zajęć varsavianistycznych nie obniża znacząco dopasowania, ponieważ użytkownik szukał zarówno koncertów, jak i zajęć, a koncerty są obecne.","Title: Koncert i zajęcia varsavianistyczne - ""Zakręcona katarynka""
Date: 27.08.2025 10:00 - 27.08.2025 12:00
Location: Biblioteka Publiczna - Oddział ""Czechowice"", Plutonu AK „Torpedy” 47, 02-495 Warszawa",Faithfulness,0.42857142857142855,0.6,False,"The score is 0.43 because the actual output incorrectly names the event, misstates the date and time, and wrongly locates it at Park Achera instead of the Public Library - 'Czechowice' Branch, while also mentioning jazz concerts not present in the retrieval context.",gpt-4.1-mini,0,run_20250717_2103
Jakie są plenerowe warsztaty malarskie integracyjne w Warszawie latem 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Warsztaty w Pasiece Edukacyjnej Wilanów

	Start Date: Saturday, July 05, 2025 at 02:00 PM

	End Date: Saturday, July 05, 2025 at 06:00 PM

	Price: Udział bezpłatny, wymagana rejestracja mailowa dla większych grup.

	Location: Pasieka Edukacyjna Wilanów

	Brief Summary: Warsztaty pszczelarskie w Pasiece Edukacyjnej Wilanów odbywające się w każdą sobotę od czerwca do sierpnia 2025. Uczestnicy poznają życie pszczół i ich rolę w ekosystemie. Wstęp bezpłatny.

	More details can be found here: https://wilanow.um.warszawa.pl/-/warsztaty-w-pasiece-edukacyjnej-wilanow-14-06-2025-1

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ warsztatów są inne niż wymagane przez użytkownika, więc wydarzenie nie spełnia wymagań.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Sztuka Łączy najpiękniej – integracyjne plenery malarskie
Date: 04.07.2025 16:00 - 04.07.2025 19:00, 11.07.2025 16:00 - 11.07.2025 19:00
Location: Park Górczewska, Warszawa",Factual Correctness [GEval],0.18808766431337315,0.5,False,"The actual output's event title does not contain the expected title text, failing the title comparison. The event date does not match the expected dates exactly, only a single date is provided which differs from the expected multiple dates. The location in the actual output includes 'Pasieka Edukacyjna Wilanów,' which does not match or include the expected 'Park Górczewska, Warszawa,' so location verification fails. While all details are present in the actual output, they do not align correctly with the expected event details.",gpt-4.1-mini,0,run_20250717_2103
Jakie są plenerowe warsztaty malarskie integracyjne w Warszawie latem 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Warsztaty w Pasiece Edukacyjnej Wilanów

	Start Date: Saturday, July 05, 2025 at 02:00 PM

	End Date: Saturday, July 05, 2025 at 06:00 PM

	Price: Udział bezpłatny, wymagana rejestracja mailowa dla większych grup.

	Location: Pasieka Edukacyjna Wilanów

	Brief Summary: Warsztaty pszczelarskie w Pasiece Edukacyjnej Wilanów odbywające się w każdą sobotę od czerwca do sierpnia 2025. Uczestnicy poznają życie pszczół i ich rolę w ekosystemie. Wstęp bezpłatny.

	More details can be found here: https://wilanow.um.warszawa.pl/-/warsztaty-w-pasiece-edukacyjnej-wilanow-14-06-2025-1

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ warsztatów są inne niż wymagane przez użytkownika, więc wydarzenie nie spełnia wymagań.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Sztuka Łączy najpiękniej – integracyjne plenery malarskie
Date: 04.07.2025 16:00 - 04.07.2025 19:00, 11.07.2025 16:00 - 11.07.2025 19:00
Location: Park Górczewska, Warszawa",Answer Relevancy,0.8461538461538461,0.7,True,"The score is 0.85 because the response provides useful information about workshops in Warsaw for summer 2025, but it includes irrelevant details about beekeeping and bees, which do not pertain to painting workshops. Removing these unrelated parts would improve relevancy.",gpt-4.1-mini,0,run_20250717_2103
Jakie są plenerowe warsztaty malarskie integracyjne w Warszawie latem 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Warsztaty w Pasiece Edukacyjnej Wilanów

	Start Date: Saturday, July 05, 2025 at 02:00 PM

	End Date: Saturday, July 05, 2025 at 06:00 PM

	Price: Udział bezpłatny, wymagana rejestracja mailowa dla większych grup.

	Location: Pasieka Edukacyjna Wilanów

	Brief Summary: Warsztaty pszczelarskie w Pasiece Edukacyjnej Wilanów odbywające się w każdą sobotę od czerwca do sierpnia 2025. Uczestnicy poznają życie pszczół i ich rolę w ekosystemie. Wstęp bezpłatny.

	More details can be found here: https://wilanow.um.warszawa.pl/-/warsztaty-w-pasiece-edukacyjnej-wilanow-14-06-2025-1

Please note why this isn't a perfect match:
Mimo zgodności lokalizacji i daty, temat i typ warsztatów są inne niż wymagane przez użytkownika, więc wydarzenie nie spełnia wymagań.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Sztuka Łączy najpiękniej – integracyjne plenery malarskie
Date: 04.07.2025 16:00 - 04.07.2025 19:00, 11.07.2025 16:00 - 11.07.2025 19:00
Location: Park Górczewska, Warszawa",Faithfulness,0.7,0.6,True,"The score is 0.70 because the actual output incorrectly states an event titled 'Warsztaty w Pasiece Edukacyjnej Wilanów' on July 5, 2025 at 2:00 PM, which is not mentioned in the retrieval context that only lists events on July 4 and July 11, 2025 from 16:00 to 19:00. Additionally, the output references an event ending at 6:00 PM on July 5, which contradicts the context's event times ending at 7:00 PM on July 4 and July 11. Lastly, the location 'Pasieka Edukacyjna Wilanów' is not mentioned in the context, which only cites Park Górczewska for workshops.",gpt-4.1-mini,0,run_20250717_2103
Jakie są spektakle muzyczne dla dzieci w Warszawie latem 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Trzask Prask - popremierowe spektakle

	Start Date: Sunday, June 29, 2025 at 07:00 PM

	End Date: Sunday, June 29, 2025 at 09:00 PM

	Location: TR Warszawa

	Brief Summary: Spektakl ""Trzask Prask"" to teatralna refleksja nad kryzysem i zmianą, inspirowana książką Mateusza Górniaka, prezentowana w TR Warszawa.

	More details can be found here: https://kultura.um.warszawa.pl/-/tr-warszawa-trzask-prask-popremierowe

Please note why this isn't a perfect match:
Mimo zgodnej lokalizacji, temat, data i typ wydarzenia nie odpowiadają wymaganiom użytkownika, dlatego wydarzenie nie pasuje.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Muzyczne ZOO - spektakl dla dzieci / Teatr Katarynka
Date: 24.07.2025 18:00 - 20:00
Location: Teren rekreacyjny, Frontowa, Warszawa",Factual Correctness [GEval],0.026894141551050292,0.5,False,"The actual output's event title does not include the expected title, the dates differ significantly, and the locations are different despite both being in Warsaw. None of the expected event details are present in the actual output.",gpt-4.1-mini,0,run_20250717_2103
Jakie są spektakle muzyczne dla dzieci w Warszawie latem 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Trzask Prask - popremierowe spektakle

	Start Date: Sunday, June 29, 2025 at 07:00 PM

	End Date: Sunday, June 29, 2025 at 09:00 PM

	Location: TR Warszawa

	Brief Summary: Spektakl ""Trzask Prask"" to teatralna refleksja nad kryzysem i zmianą, inspirowana książką Mateusza Górniaka, prezentowana w TR Warszawa.

	More details can be found here: https://kultura.um.warszawa.pl/-/tr-warszawa-trzask-prask-popremierowe

Please note why this isn't a perfect match:
Mimo zgodnej lokalizacji, temat, data i typ wydarzenia nie odpowiadają wymaganiom użytkownika, dlatego wydarzenie nie pasuje.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Muzyczne ZOO - spektakl dla dzieci / Teatr Katarynka
Date: 24.07.2025 18:00 - 20:00
Location: Teren rekreacyjny, Frontowa, Warszawa",Answer Relevancy,0.45454545454545453,0.7,False,"The score is 0.45 because the response includes some relevant information about children's musical performances in Warsaw in summer 2025, but it also contains several irrelevant details such as specific event times, thematic descriptions unrelated to musicals, and meta-comments about query phrasing. These irrelevant parts lower the overall relevancy, preventing a higher score.",gpt-4.1-mini,0,run_20250717_2103
Jakie są spektakle muzyczne dla dzieci w Warszawie latem 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Trzask Prask - popremierowe spektakle

	Start Date: Sunday, June 29, 2025 at 07:00 PM

	End Date: Sunday, June 29, 2025 at 09:00 PM

	Location: TR Warszawa

	Brief Summary: Spektakl ""Trzask Prask"" to teatralna refleksja nad kryzysem i zmianą, inspirowana książką Mateusza Górniaka, prezentowana w TR Warszawa.

	More details can be found here: https://kultura.um.warszawa.pl/-/tr-warszawa-trzask-prask-popremierowe

Please note why this isn't a perfect match:
Mimo zgodnej lokalizacji, temat, data i typ wydarzenia nie odpowiadają wymaganiom użytkownika, dlatego wydarzenie nie pasuje.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Muzyczne ZOO - spektakl dla dzieci / Teatr Katarynka
Date: 24.07.2025 18:00 - 20:00
Location: Teren rekreacyjny, Frontowa, Warszawa",Faithfulness,1.0,0.6,True,"The score is 1.00 because there are no contradictions; the actual output fully aligns with the retrieval context, demonstrating complete faithfulness.",gpt-4.1-mini,0,run_20250717_2103
Wystawy artystyczne w Warszawie w maju i czerwcu 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Asklepiejony - wystawa w Galerii Studio

	Date:  Thursday, May 01, 2025 at 12:00 AM

	End Date: Monday, June 30, 2025 at 11:59 PM

	Location:  Teatr Galeria Studio, Pl. Defilad

	Brief Summary: Wystawa „Asklepiejony” w Galerii Studio to ekspozycja inspirowana starożytnymi świątyniami uzdrowiskowymi, oferująca przestrzeń do wyciszenia i refleksji poprzez dzieła historyczne i współczesne.

	More details can be found here: https://kultura.um.warszawa.pl/-/galeria-studio-asklepiejony

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: tematykę (wystawa artystyczna), lokalizację (Warszawa) oraz datę (maj 2025).","Title: Wystawa Igi Chrzanowskiej w OFFSIDE
Date: 08.05.2025 18:00 - 30.06.2025 18:00
Location: OFFSIDE, Wileńska 23/38, Warszawa",Factual Correctness [GEval],0.0,0.5,False,"The actual output's title does not contain the expected title; the dates differ significantly, and the location does not include the expected location. None of the expected event details are present in the actual output.",gpt-4.1-mini,0,run_20250717_2103
Wystawy artystyczne w Warszawie w maju i czerwcu 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Asklepiejony - wystawa w Galerii Studio

	Date:  Thursday, May 01, 2025 at 12:00 AM

	End Date: Monday, June 30, 2025 at 11:59 PM

	Location:  Teatr Galeria Studio, Pl. Defilad

	Brief Summary: Wystawa „Asklepiejony” w Galerii Studio to ekspozycja inspirowana starożytnymi świątyniami uzdrowiskowymi, oferująca przestrzeń do wyciszenia i refleksji poprzez dzieła historyczne i współczesne.

	More details can be found here: https://kultura.um.warszawa.pl/-/galeria-studio-asklepiejony

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: tematykę (wystawa artystyczna), lokalizację (Warszawa) oraz datę (maj 2025).","Title: Wystawa Igi Chrzanowskiej w OFFSIDE
Date: 08.05.2025 18:00 - 30.06.2025 18:00
Location: OFFSIDE, Wileńska 23/38, Warszawa",Answer Relevancy,1.0,0.7,True,"The score is 1.00 because the response fully addresses the query about art exhibitions in Warsaw for May and June 2025 without any irrelevant information, providing a clear and focused answer.",gpt-4.1-mini,0,run_20250717_2103
Wystawy artystyczne w Warszawie w maju i czerwcu 2025 roku,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Asklepiejony - wystawa w Galerii Studio

	Date:  Thursday, May 01, 2025 at 12:00 AM

	End Date: Monday, June 30, 2025 at 11:59 PM

	Location:  Teatr Galeria Studio, Pl. Defilad

	Brief Summary: Wystawa „Asklepiejony” w Galerii Studio to ekspozycja inspirowana starożytnymi świątyniami uzdrowiskowymi, oferująca przestrzeń do wyciszenia i refleksji poprzez dzieła historyczne i współczesne.

	More details can be found here: https://kultura.um.warszawa.pl/-/galeria-studio-asklepiejony

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: tematykę (wystawa artystyczna), lokalizację (Warszawa) oraz datę (maj 2025).","Title: Wystawa Igi Chrzanowskiej w OFFSIDE
Date: 08.05.2025 18:00 - 30.06.2025 18:00
Location: OFFSIDE, Wileńska 23/38, Warszawa",Faithfulness,0.42857142857142855,0.6,False,"The score is 0.43 because the actual output incorrectly names the exhibition as 'Asklepiejony - wystawa w Galerii Studio' starting on 1 May 2025, whereas the retrieval context specifies 'Wystawa Igi Chrzanowskiej w OFFSIDE' starting on 8 May 2025. Additionally, the location is misstated as Teatr Galeria Studio instead of OFFSIDE at ul. Wileńska 23/38, and the end time is inaccurately given as 30 June 2025 at 11:59 PM instead of just 30 June 2025.",gpt-4.1-mini,0,run_20250717_2103
Gdzie można znaleźć letnie kino plenerowe z filmami pod chmurką na Ursynowie w lipcu i sierpniu 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Tuesday, July 01, 2025 at 06:00 PM

	End Date: Sunday, August 31, 2025 at 11:59 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności, Dom Kultury Świt, Park Wiecha, Plac Trynopolski, Dom Kultury Zacisze, Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku 2025 to cykl filmowych seansów pod gołym niebem, oferujący różnorodne filmy dla dzieci i dorosłych w różnych lokalizacjach dzielnicy Targówek w Warszawie.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności tematyki, dat i typu wydarzenia, różnica w lokalizacji (Targówek zamiast Ursynów) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Ursynowskie Lato Filmowe – najlepsze filmy pod chmurką
Date: od 4 lipca do 29 sierpnia 2025, każdy piątek o 21:30 (lipiec) i 21:00 (sierpień)
Location: Kopa Cwila oraz Dzielnicowy Ośrodek Kultury Ursynów, ul. Kajakowa 12B, Warszawa",Factual Correctness [GEval],0.2320821313812161,0.5,False,"The actual output includes an event title and dates, but neither matches the expected title 'Ursynowskie Lato Filmowe' nor the specific date range and times. The location in the actual output is entirely different (Targówek vs Ursynów), which is a key shortcoming despite minor naming flexibility. While all elements are present, the mismatch in title, date, and location leads to poor alignment.",gpt-4.1-mini,0,run_20250717_2103
Gdzie można znaleźć letnie kino plenerowe z filmami pod chmurką na Ursynowie w lipcu i sierpniu 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Tuesday, July 01, 2025 at 06:00 PM

	End Date: Sunday, August 31, 2025 at 11:59 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności, Dom Kultury Świt, Park Wiecha, Plac Trynopolski, Dom Kultury Zacisze, Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku 2025 to cykl filmowych seansów pod gołym niebem, oferujący różnorodne filmy dla dzieci i dorosłych w różnych lokalizacjach dzielnicy Targówek w Warszawie.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności tematyki, dat i typu wydarzenia, różnica w lokalizacji (Targówek zamiast Ursynów) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Ursynowskie Lato Filmowe – najlepsze filmy pod chmurką
Date: od 4 lipca do 29 sierpnia 2025, każdy piątek o 21:30 (lipiec) i 21:00 (sierpień)
Location: Kopa Cwila oraz Dzielnicowy Ośrodek Kultury Ursynów, ul. Kajakowa 12B, Warszawa",Answer Relevancy,0.2857142857142857,0.7,False,"The score is 0.29 because the response mainly provides information about an event in Targówek, not Ursynów as requested, making most of the content irrelevant. However, it does acknowledge the lack of a perfect match for Ursynów, which partially addresses the query.",gpt-4.1-mini,0,run_20250717_2103
Gdzie można znaleźć letnie kino plenerowe z filmami pod chmurką na Ursynowie w lipcu i sierpniu 2025?,"I couldn't find a perfect match for your request. However, after reviewing all the options, here is the closest alternative I found:


	Title: Letnie kino plenerowe na Targówku 2025

	Start Date: Tuesday, July 01, 2025 at 06:00 PM

	End Date: Sunday, August 31, 2025 at 11:59 PM

	Price: Wstęp wolny

	Location: Centrum Kultury i Aktywności, Dom Kultury Świt, Park Wiecha, Plac Trynopolski, Dom Kultury Zacisze, Park Bródnowski

	Brief Summary: Letnie kino plenerowe na Targówku 2025 to cykl filmowych seansów pod gołym niebem, oferujący różnorodne filmy dla dzieci i dorosłych w różnych lokalizacjach dzielnicy Targówek w Warszawie.

	More details can be found here: https://targowek.um.warszawa.pl/-/letnie-kino-plenerowe-na-targowku-2025

Please note why this isn't a perfect match:
Mimo zgodności tematyki, dat i typu wydarzenia, różnica w lokalizacji (Targówek zamiast Ursynów) jest kluczowa i powoduje, że wydarzenie nie spełnia wymagań użytkownika.
This might still be of interest to you. If not, you could try rephrasing your request with a different date or keywords.","Title: Ursynowskie Lato Filmowe – najlepsze filmy pod chmurką
Date: od 4 lipca do 29 sierpnia 2025, każdy piątek o 21:30 (lipiec) i 21:00 (sierpień)
Location: Kopa Cwila oraz Dzielnicowy Ośrodek Kultury Ursynów, ul. Kajakowa 12B, Warszawa",Faithfulness,0.5,0.6,False,"The score is 0.50 because the actual output incorrectly names the event as 'Letnie kino plenerowe na Targówku 2025' starting July 1, 2025, while the retrieval context refers to 'Ursynowskie Lato Filmowe' starting July 4, 2025. Additionally, the claim places the event in Targówek district, but the retrieval context only mentions Ursynów district locations, indicating a significant mismatch in event name, date, and location.",gpt-4.1-mini,0,run_20250717_2103
Jakie są dostępne wydarzenia sportowe dla dzieci i młodzieży w Warszawie latem 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lato w Mieście 2025

	Date:  Monday, June 30, 2025 at 10:00 AM

	End Date: Friday, August 29, 2025 at 03:00 PM

	Price: bezpłatne

	Location:  Obiekt przy ulicy Światowida 56 oraz Obiekt przy ulicy Strumykowej 21

	Brief Summary: Bezpłatny program sportowy dla dzieci i młodzieży w Warszawie, odbywający się od 30 czerwca do 29 sierpnia 2025 roku na obiektach sportowych przy ul. Światowida 56 i ul. Strumykowej 21.

	More details can be found here: https://sport.um.warszawa.pl/waw/bos/-/lato-w-miescie-2025-1

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat, lokalizacja, data i typ wydarzenia. Jest to program sportowy dla dzieci i młodzieży w Warszawie latem 2025.","Title: Lato w Mieście 2025
Date: 30.06.2025 10:00 - 29.08.2025 15:00
Location: Warszawa, obiekty przy ulicy Światowida 56 oraz ulicy Strumykowej 21",Factual Correctness [GEval],0.9082241966092981,0.5,True,"The Actual Output event title matches the Expected Output exactly. The date range and times correspond precisely, though formatted differently, and the location includes the main elements (Warszawa and the two street addresses) with minor naming variations allowed. The only slight shortcoming is the location in Actual Output does not explicitly mention 'Warszawa' as a city name, but it is implied in the summary, so overall alignment is strong.",gpt-4.1-mini,0,run_20250717_2103
Jakie są dostępne wydarzenia sportowe dla dzieci i młodzieży w Warszawie latem 2025?,"After reviewing the options, I found an event that's a great match for your request!


	Title:  Lato w Mieście 2025

	Date:  Monday, June 30, 2025 at 10:00 AM

	End Date: Friday, August 29, 2025 at 03:00 PM

	Price: bezpłatne

	Location:  Obiekt przy ulicy Światowida 56 oraz Obiekt przy ulicy Strumykowej 21

	Brief Summary: Bezpłatny program sportowy dla dzieci i młodzieży w Warszawie, odbywający się od 30 czerwca do 29 sierpnia 2025 roku na obiektach sportowych przy ul. Światowida 56 i ul. Strumykowej 21.

	More details can be found here: https://sport.um.warszawa.pl/waw/bos/-/lato-w-miescie-2025-1

Why this is a good match:
Wydarzenie spełnia wszystkie kryteria użytkownika: temat, lokalizacja, data i typ wydarzenia. Jest to program sportowy dla dzieci i młodzieży w Warszawie latem 2025.","Title: Lato w Mieście 2025
Date: 30.06.2025 10:00 - 29.08.2025 15:00
Location: Warszawa, obiekty przy ulicy Światowida 56 oraz ulicy Strumykowej 21",Answer Relevancy,1.0,0.7,True,The score is 1.00 because the response fully addresses the query about available sports events for children and youth in Warsaw in summer 2025 without any irrelevant information.,gpt-4.1-mini,0,run_20250717_2103
